MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,63458572,Industrial & Commercial,Equipment & Supplies,General Industrial,UNK-000473,UNK-000473,asdlkj 234 xx --- item item,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Unknown Distributor,Unknown Distributor,Unknown Distributor®,,UNK-000473,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Unknown Distributor Unknown Distributor®, asdlkj 234 xx --- item item, UNK-00047",UNKNOWN DISTRIBUTOR ASDLKJ 234 XX --- IT,asdlkj 234 xx --- item item,asdlkj 234 xx --- item item,,,,,,,,,,,,,,,,,,,,,,,,,,,,asdlkj 234 xx --- item item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://specialtyproducts.co/wp-content/uploads/2022/09/3063BK.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,46483250,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,DBD090094101F,DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo®,,DBD090094101F,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Freud Inc Diablo®, DBD090094101F Diablo 9"" - Metal Cut-Off Disc, DBD090094101F","DIABLO DBD090094101F DIABLO 9"" - METAL C","DBD090094101F Diablo 9"" - Metal Cut-Off Disc","DBD090094101F Diablo 9"" - Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://www.toolnut.com/cdn/shop/files/DBD090094101F_Main-Image_4a8ae630-fca9-413e-a59e-6cbfdf8f9423.jpg?v=1778159805&width=1240,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,32568095,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,9S82512,9S82512,DISC  SAND  HOOK-LOOP  5/16IN  120G,3M CO,-- No Unilog Brand --,3-M,3M Company,3M Company,3M Company®,,9S82512,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"3M Company 3M Company®, DISC  SAND  HOOK-LOOP  5/16IN  120G, 9S82512",3M COMPANY DISC  SAND  HOOK-LOOP  5/16IN,DISC  SAND  HOOK-LOOP  5/16IN  120G,DISC  SAND  HOOK-LOOP  5/16IN  120G,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISC  SAND  HOOK-LOOP  5/16IN  120G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://www.webersupply.com/_user/images/partners/3M/3MCategories.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,26114047,Industrial & Commercial,Equipment & Supplies,General Industrial,UNK-000474,UNK-000474,Assorted parts lot - mixed hardware,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),Jam Industrial Supply LLC,Jam Industrial Supply LLC®,,UNK-000474,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Jam Industrial Supply LLC Jam Industrial Supply LLC®, Assorted parts lot - mixed",JAM INDUSTRIAL SUPPLY LLC ASSORTED PARTS,Assorted parts lot - mixed hardware,Assorted parts lot - mixed hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assorted parts lot - mixed hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://www.jamindustrialsupply.com/wp-content/uploads/2019/11/jp-majors-jam-industrial-supply-300x242.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,63569575,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,DBDS12125A01F,DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo®,,DBDS12125A01F,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Freud Inc Diablo®, DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc, DB","DIABLO DBDS12125A01F DIABLO 12"" - STEEL","DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc","DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,http://primesourceus.com/cdn/shop/files/ahhnzpmmuleyaj6dbo4m.png?v=1756299638,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,38921923,Industrial & Commercial,Equipment & Supplies,General Industrial,8G91959,8G91959,threadlock blue 10ml,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Schneider Electric,Schneider Electric,Schneider Electric®,,8G91959,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Schneider Electric Schneider Electric®, threadlock blue 10ml, 8G91959",SCHNEIDER ELECTRIC THREADLOCK BLUE 10ML,threadlock blue 10ml,threadlock blue 10ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,threadlock blue 10ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://cdn1.npcdn.net/userfiles/19018/image/Schneider.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,35735613,Industrial & Commercial,Equipment & Supplies,General Industrial,UNK-000475,UNK-000475,472019,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,,Industrial Manufacturer,Industrial Brand,,UNK-000475,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Industrial Manufacturer Industrial Brand, 472019, UNK-000475",INDUSTRIAL BRAND 472019 UNK-000475,472019,472019,,,,,,,,,,,,,,,,,,,,,,,,,,,,472019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://8f08a8-ss.akinoncloudcdn.com/products/2026/05/20/76680178/349f6daa-91cd-4671-bcbc-4b0055eaa047.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,45714238,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,DBDS12125G01F,DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo®,,DBDS12125G01F,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Freud Inc Diablo®, DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Dis","DIABLO DBDS12125G01F DIABLO 12""X20MM - S","DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc","DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://primesourceus.com/cdn/shop/files/urpbmeppen7qyiggd0yc.png?v=1756299640,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,80387992,Industrial & Commercial,Equipment & Supplies,General Industrial,VR1949,VR1949,bracket shelf l-type 6in,Grainger,-- No Unilog Brand --,Grainger Industrial Supply,,Industrial Manufacturer,Industrial Brand,,VR1949,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Industrial Manufacturer Industrial Brand, bracket shelf l-type 6in, VR1949",INDUSTRIAL BRAND BRACKET SHELF L-TYPE 6I,bracket shelf l-type 6in,bracket shelf l-type 6in,,,,,,,,,,,,,,,,,,,,,,,,,,,,bracket shelf l-type 6in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://www.atcc.org/-/media/product-assets/images/micrographs/virology/vr-1949-images.jpg?rev=7322595545934c87ad9250691a2b4011,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,63195666,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,DBD100094101F,DBD100094101F,"DBD100094101F Diablo 10"" - Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,,Freud Inc,Diablo®,,DBD100094101F,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Freud Inc Diablo®, DBD100094101F Diablo 10"" - Metal Cut-Off Disc, DBD100094101F","DIABLO DBD100094101F DIABLO 10"" - METAL","DBD100094101F Diablo 10"" - Metal Cut-Off Disc","DBD100094101F Diablo 10"" - Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DBD100094101F Diablo 10"" - Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://whidegroup.com/wp-content/uploads/creative-photography-4-large.png,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,52174477,Industrial & Commercial,Equipment & Supplies,General Industrial,3P80686,3P80686,trap adapter pvc 2in,ULINE SHIPPING,-- No Unilog Brand --,-- No DIB Brand --,Uline,Uline,Uline®,,3P80686,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Uline Uline® Professional trap adapter pvc 2in, Model 3P80686",ULINE TRAP ADAPTER PVC 2IN 3P80686,trap adapter pvc 2in,trap adapter pvc 2in,,,,,,,,,,,,,,,,,,,,,,,,,,,,trap adapter pvc 2in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,"https://img.uline.com/is/image/uline/Request_a_Catalog_Cover_SS_23?&wid=750&hei=750&qlt=75&op_usm=1,1,1",,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,63717572,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,CONF-001,CONF-001,"Cubitron II Sanding Disc P100, 5 inch",Norton,-- No Unilog Brand --,-- No DIB Brand --,3M Company (3MCO),3M Company,3M Company®,,CONF-001,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"3M Company 3M Company®, Cubitron II Sanding Disc P100, 5 inch, CONF-001",3M COMPANY CUBITRON II SANDING DISC P100,"Cubitron II Sanding Disc P100, 5 inch","Cubitron II Sanding Disc P100, 5 inch",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cubitron II Sanding Disc P100, 5 inch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://miro.medium.com/v2/resize:fit:1358/1*OvSLf4LflQLB14lrtD7mFA.png,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
,,,,,,58326213,Industrial & Commercial,Equipment & Supplies,General Industrial,QAE1964,QAE1964,Hammer Claw 16Oz Fbrgl Hdl,DAYTON ELECTRIC,Dayton,-- No DIB Brand --,,Industrial Manufacturer,Industrial Brand,,QAE1964,,Industrial & Commercial>Equipment & Supplies>General Industrial,"Industrial Manufacturer Industrial Brand, Hammer Claw 16Oz Fbrgl Hdl, QAE1964",INDUSTRIAL BRAND HAMMER CLAW 16OZ FBRGL,Hammer Claw 16Oz Fbrgl Hdl,Hammer Claw 16Oz Fbrgl Hdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammer Claw 16Oz Fbrgl Hdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://dmcgas.com/wp-content/uploads/2026/01/QA25.jpg,,,,,,,,,https://www.scribd.com/document/723587482/AEQE-MAA-64T64R-192AE-n78-200W-Datasheet,,,,,,,,,,,,,,,,,No,Yes
,,,,,,29425847,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,DCB520ASTS08G-P120,DCB520ASTS08G-P120,"DCB520ASTS08G-P120 Diablo 1/2""x24"" - Sanding Belt 8pc P120 Grit",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo®,,DCB520ASTS08G-P120,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Freud Inc Diablo®, DCB520ASTS08G-P120 Diablo 1/2""x24"" - Sanding Belt 8pc P120 Gr","DIABLO DCB520ASTS08G-P120 DIABLO 1/2""X24","DCB520ASTS08G-P120 Diablo 1/2""x24"" - Sanding Belt 8pc P120 Grit","DCB520ASTS08G-P120 Diablo 1/2""x24"" - Sanding Belt 8pc P120 Grit",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DCB520ASTS08G-P120 Diablo 1/2""x24"" - Sanding Belt 8pc P120 Grit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,http://www.toolnut.com/cdn/shop/files/freud-lu1c04.jpg?v=1740512709,,,,,,,,,https://www.freudtools.com/downloads/,,,,,,,,,,,,,,,,,No,Yes
https://diablotools.com/products/DBDS14125A01F,,,,,,71773906,Tools & Hardware,Abrasives & Sanding,Sanding Belts & Discs,DBDS14125A01F,DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo®,,DBDS14125A01F,,Tools & Hardware>Abrasives & Sanding>Sanding Belts & Discs,"Freud Inc Diablo®, DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc,","DIABLO DBDS14125A01F DIABLO 14""X1"" - STE","DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc","DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://primesourceus.com/cdn/shop/files/fl6k8e3vlqj1sfigkzme_349410ac-8e41-458b-9af4-58adcf497a46.png?v=1756299642,,,,,,,,,https://cdn.barcodesinc.com/themes/barcodesinc/pdf/Intermec/2435.pdf,,,,,,,,,,,,,,,,,No,Yes
,,,,,,53793132,Plumbing & Hydraulics,"Pipes, Valves & Fittings",Pipe Couplings & Valves,IND-PUMP-XT450,IND-PUMP-XT450,"XT450 Industrial Centrifugal Pump - Flow Rate 45 m3/h, Head 32m, 5.5kW Motor, Cast Iron Housing, IP55, 380-415V 3-Phase, Max Temp 90C, Inlet 65mm, Outlet 50mm",Xylem,-- No Unilog Brand --,-- No DIB Brand --,Xylem Water Solutions (XYLM),Xylem Water Solutions,Xylem Water Solutions®,,IND-PUMP-XT450,,"Plumbing & Hydraulics>Pipes, Valves & Fittings>Pipe Couplings & Valves","Xylem Water Solutions Xylem Water Solutions®, XT450 Industrial Centrifugal Pump",XYLEM WATER SOLUTIONS XT450 INDUSTRIAL C,"XT450 Industrial Centrifugal Pump - Flow Rate 45 m3/h, Head 32m, 5.5kW Motor, Cast Iron Housing, IP55, 380-415V 3-Phase, Max Temp 90C, Inlet 65mm, Outlet 50mm","XT450 Industrial Centrifugal Pump - Flow Rate 45 m3/h, Head 32m, 5.5kW Motor, Cast Iron Housing, IP55, 380-415V 3-Phase, Max Temp 90C, Inlet 65mm, Outlet 50mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,"XT450 Industrial Centrifugal Pump - Flow Rate 45 m3/h, Head 32m, 5.5kW Motor, Cast Iron Housing, IP55, 380-415V 3-Phase, Max Temp 90C, Inlet 65mm, Outlet 50mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010000000000,,,31191500,,24.99,1,EA,,,in,,in,,in,,lbs,,,https://i0.wp.com/front-line.co.th/wp-content/uploads/2022/12/e-MP.png?w=1200&ssl=1,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes
